cidade;estado;populacao;idh;num familias bolsa famila
bom jardim;maranhao;39224;0.66;987
bom jardim da serra;santa catarina;4383;0.696;226
bom jardim de goias;goias;8734;0.67;958
bom jardim de minas;minas gerais;6657;0.673;444
bom jesus;santa catarina;2427;0.668;3667
bom jesus;piaui;20511;0.584;1335
bom jesus;paraiba;2305;0.597;413
bom jesus;rio grande do sul;12201;0.718;195
bom jesus;rio grande do norte;8725;0.666;1059
bom jesus da lapa;bahia;66192;0.633;8700
bom jesus da penha;minas gerais;3980;0.735;207
bom jesus da serra;bahia;10588;0.546;1775
bom jesus das selvas;maranhao;25473;0.558;5180
bom jesus de goias;goias;21103;0.701;1151
bom jesus do amparo;minas gerais;5744;0.683;394
bom jesus do araguaia;mato grosso;4792;0.661;652
bom jesus do galho;minas gerais;15462;0.623;2248
bom jesus do itabapoana;rio de janeiro;35303;0.732;2371
bom jesus do norte;espirito santo;9672;0.734;473
bom jesus do oeste;santa catarina;2065;0.712;61
bom jesus do sul;parana;3879;0.697;149
bom jesus do tocantins;para;13593;0.589;1979
bom jesus do tocantins;tocantins;2839;0.66;552
bom jesus dos perdoes;sao paulo;17993;0.713;1344
bom lugar;maranhao;13384;0.562;2335
bom principio;rio grande do sul;11731;0.746;79
bom principio do piaui;piaui;5506;0.532;1010
bom progresso;rio grande do sul;2404;0.723;227
bom repouso;minas gerais;10826;0.653;929
bom retiro;santa catarina;8594;0.699;443
bom retiro do sul;rio grande do sul;11623;0.739;385
bom sucesso;minas gerais;17805;0.592;894
bom sucesso;parana;6676;0.692;485
bom sucesso;paraiba;5296;0.686;204
bom sucesso de itarare;sao paulo;3968;0.66;409
bom sucesso do sul;parana;3075;0.742;106
bombinhas;santa catarina;13695;0.781;439
bonfim;roraima;10726;0.626;2193
bonfim;minas gerais;6902;0.637;600
bonfim do piaui;piaui;5376;0.542;1133
bonfinopolis;goias;7336;0.683;722
bonfinopolis de minas;minas gerais;5869;0.678;287
boninal;bahia;13857;0.612;2113
bonito;mato grosso do sul;17856;0.546;1945
bonito;pernambuco;40832;0.561;6977
bonito;para;12013;0.561;2813
bonito;bahia;14326;0.67;972
bonito de minas;minas gerais;9315;0.537;1543
bonito de santa fe;paraiba;10657;0.574;1614
bonopolis;goias;3413;0.63;422
boqueirao;paraiba;16360;0.607;3085
boqueirao do leao;rio grande do sul;8097;0.7;373
boqueirao do piaui;piaui;6599;0.56;1224
boquim;sergipe;25270;0.604;4064
boquira;bahia;22521;0.603;3405
bora;sao paulo;837;0.746;57
boraceia;sao paulo;4439;0.754;189
borba;amazonas;32496;0.56;4732
borborema;sao paulo;14485;0.558;813
borborema;paraiba;5186;0.73;413
borda da mata;minas gerais;15507;0.73;561
borebi;sao paulo;2349;0.705;151
borrazopolis;parana;8235;0.717;427
bossoroca;rio grande do sul;7885;0.692;276
botelhos;minas gerais;15289;0.702;595
botucatu;sao paulo;130348;0.8;3395
botumirim;minas gerais;6550;0.602;989
botupora;bahia;11048;0.575;1898
botuvera;santa catarina;4345;0.724;86
bozano;rio grande do sul;2361;0.745;47
braco do norte;santa catarina;29317;0.778;339
braco do trombudo;santa catarina;3419;0.78;14
braga;rio grande do sul;3842;0.674;270
braganca;para;107060;0.6;15652
braganca paulista;sao paulo;145894;0.776;3887
braganey;parana;6209;0.701;316
branquinha;alagoas;12215;0.513;1964
bras pires;minas gerais;4615;0.625;541
brasil novo;para;19754;0.613;2405
brasilandia;mato grosso do sul;12538;0.701;901
brasilandia de minas;minas gerais;13593;0.674;1720
brasilandia do sul;parana;3260;0.681;226
brasilandia do tocantins;tocantins;2208;0.684;212
brasileia;acre;20238;0.614;3447
brasileira;piaui;7970;0.577;1395
brasilia;distrito federal;2606885;0.824;76495
brasilia de minas;minas gerais;32438;0.656;3738
brasnorte;mato grosso;15089;0.696;791
brasopolis;minas gerais;14756;0.692;570
brauna;sao paulo;5043;0.737;318
braunas;minas gerais;5332;0.624;520
brazabrantes;goias;3345;0.701;258
brejao;pernambuco;9780;0.547;1863
brejetuba;espirito santo;11097;0.656;997
brejinho;rio grande do norte;11585;0.574;1609
brejinho;pernambuco;7369;0.686;1399
brejinho de nazare;tocantins;5506;0.562;510
brejo;maranhao;32453;0.71;6772
brejo alegre;sao paulo;2573;0.562;205
brejo da madre de deus;pernambuco;42250;0.519;8462
brejo de areia;maranhao;5505;0.597;1627
brejo do cruz;paraiba;12852;0.515;2206
brejo do piaui;piaui;4025;0.619;930
brejo dos santos;paraiba;5899;0.54;1101
brejo grande;sergipe;8086;0.591;1500
brejo grande do araguaia;para;7688;0.647;1168
brejo santo;ceara;41266;0.597;6635
brejoes;bahia;12446;0.592;1829
brejolandia;bahia;9791;0.592;1476
breu branco;para;52200;0.568;6769
breves;para;101094;0.503;16593
britania;goias;5190;0.672;420
brochier;rio grande do sul;4876;0.699;57
brodowski;sao paulo;20485;0.755;608
brotas;sao paulo;22631;0.74;350
brotas de macaubas;bahia;10949;0.57;2046
brumadinho;minas gerais;34391;0.747;1674
brumado;bahia;64642;0.656;6000
brunopolis;santa catarina;2943;0.661;141
brusque;santa catarina;102280;0.795;1349
bueno brandao;minas gerais;11212;0.658;227
buenopolis;minas gerais;9627;0.669;880
buenos aires;pernambuco;13675;0.593;2524
buerarema;bahia;20830;0.613;1944
bugre;minas gerais;4095;0.627;529
buique;pernambuco;53272;0.527;9747
bujari;acre;6772;0.589;1424
bujaru;para;23654;0.552;5655
buri;sao paulo;18146;0.667;1639
buritama;sao paulo;15636;0.763;1053
buriti;maranhao;26202;0.548;4885
buriti alegre;goias;8454;0.71;273
buriti bravo;maranhao;23074;0.59;4011
buriti de goias;goias;2203;0.687;192
buriti do tocantins;tocantins;8454;0.627;805
buriti dos lopes;piaui;19796;0.565;3525
buriti dos montes;piaui;8117;0.574;1560
buriticupu;maranhao;64685;0.556;6895
buritinopolis;goias;3573;0.704;441
buritirama;bahia;19492;0.565;4214
buritirana;maranhao;15051;0.583;2668
buritis;rondonia;34693;0.616;2214
buritis;minas gerais;22465;0.672;2664
buritizal;sao paulo;4096;0.735;212
buritizeiro;minas gerais;27068;0.624;3395
butia;rio grande do sul;20213;0.689;1473
caapiranga;amazonas;11170;0.569;1909
caapora;paraiba;20064;0.602;4062
caarapo;mato grosso do sul;23696;0.692;965
caatiba;bahia;9450;0.561;1044
cabaceiras;paraiba;5112;0.611;740
cabaceiras do paraguacu;bahia;18569;0.581;3291
cabeceira grande;minas gerais;6600;0.648;640
cabeceiras;goias;6794;0.668;794
cabeceiras do piaui;piaui;9826;0.583;1941
cabedelo;paraiba;51865;0.748;6706
cabixi;rondonia;6695;0.65;200
cabo de santo agostinho;pernambuco;171583;0.686;21722
cabo frio;rio de janeiro;186004;0.735;9302
cabo verde;minas gerais;14042;0.674;648
cabralia paulista;sao paulo;4369;0.694;197
cabreuva;sao paulo;42700;0.738;998
cabrobo;pernambuco;30432;0.623;6353
cacador;santa catarina;70720;0.735;1388
cacapava;sao paulo;85181;0.788;2300
cacapava do sul;rio grande do sul;33060;0.704;1917
cacaulandia;rondonia;5736;0.646;249
cacequi;rio grande do sul;13578;0.7;1416
caceres;mato grosso;87261;0.708;7120
cachoeira;bahia;33782;0.647;5970
cachoeira alta;goias;8235;0.71;619
cachoeira da prata;minas gerais;3936;0.741;189
cachoeira de goias;goias;1434;0.727;188
cachoeira de minas;minas gerais;11250;0.706;345
cachoeira de pajeu;minas gerais;9537;0.578;1682
cachoeira do arari;para;20411;0.546;4386
cachoeira do piria;para;18777;0.473;4411
cachoeira do sul;rio grande do sul;86557;0.742;3905
cachoeira dos indios;paraiba;8693;0.587;1550
cachoeira dourada;minas gerais;2595;0.726;142
cachoeira dourada;goias;7571;0.698;529
cachoeira grande;maranhao;9286;0.537;2004
cachoeira paulista;sao paulo;34666;0.764;2014
cachoeiras de macacu;rio de janeiro;57300;0.7;5018
cachoeirinha;pernambuco;18123;0.627;310
cachoeirinha;rio grande do sul;118089;0.579;3080
cachoeirinha;tocantins;2255;0.757;2642
cachoeiro de itapemirim;espirito santo;201259;0.746;4834
cacimba de areia;paraiba;3604;0.596;755
cacimba de dentro;paraiba;17654;0.564;3016
cacimbas;paraiba;7029;0.523;1530
cacimbinhas;alagoas;10182;0.531;2236
cacique doble;rio grande do sul;5008;0.662;296
cacoal;rondonia;78675;0.718;2635
caconde;sao paulo;19304;0.72;1224
cacu;goias;11343;0.73;289
cacule;bahia;22557;0.637;1882
caem;bahia;10187;0.546;2324
caetanopolis;minas gerais;10040;0.706;516
caetanos;bahia;12307;0.542;2596
caete;minas gerais;41043;0.728;1750
caetes;pernambuco;26386;0.522;5182
caetite;bahia;48007;0.625;5809
cafarnaum;bahia;18314;0.584;3475
cafeara;parana;2853;0.693;142
cafelandia;parana;14034;0.742;419
cafelandia;sao paulo;16778;0.748;436
cafezal do sul;parana;4313;0.692;156
caiabu;sao paulo;4131;0.729;152
caiana;minas gerais;4733;0.633;414
caiaponia;goias;16559;0.693;873
caibate;rio grande do sul;5212;0.719;229
caibi;santa catarina;6392;0.728;172
caicara;rio grande do sul;5240;0.592;1295
caicara;paraiba;7535;0.699;224
caicara do norte;rio grande do norte;6652;0.574;926
caicara do rio do vento;rio grande do norte;3185;0.587;685
caico;rio grande do norte;63006;0.71;5077
caieiras;sao paulo;88212;0.781;1531
cairu;bahia;14736;0.627;2639
caiua;sao paulo;5447;0.697;433
cajamar;sao paulo;63675;0.728;6820
cajapio;maranhao;10337;0.553;2141
cajari;maranhao;13170;0.523;4354
cajati;sao paulo;28936;0.694;1666
cajazeiras;paraiba;57875;0.679;8148
cajazeiras do piaui;piaui;3323;0.562;492
cajazeirinhas;paraiba;3168;0.55;769
cajobi;sao paulo;10009;0.734;494
cajueiro;alagoas;20825;0.562;3645
cajueiro da praia;piaui;7286;0.546;924
cajuri;minas gerais;4106;0.617;372
cajuru;sao paulo;24313;0.713;973
calcado;pernambuco;11619;0.566;1736
calcoene;amapa;9291;0.643;1389
caldas;minas gerais;14655;0.687;513
caldas brandao;paraiba;5544;0.568;1179
caldas novas;goias;67588;0.733;2532
caldazinha;goias;3341;0.685;248
caldeirao grande;bahia;13922;0.573;3293
caldeirao grande do piaui;piaui;5809;0.588;1068
california;parana;7767;0.722;378
calmon;santa catarina;4265;0.622;278
calumbi;pernambuco;7977;0.571;1437
camacan;bahia;31113;0.581;3759
camacari;bahia;234558;0.694;28610
camacho;minas gerais;3229;0.69;126
camalau;paraiba;5959;0.567;1095
camamu;bahia;32881;0.565;5351
camanducaia;minas gerais;20160;0.689;896
camapua;mato grosso do sul;13532;0.703;961
camaqua;rio grande do sul;62723;0.697;2728
camaragibe;pernambuco;143210;0.692;11695
camargo;rio grande do sul;2549;0.736;32
cambara;parana;25102;0.721;1910
cambara do sul;rio grande do sul;7238;0.697;273
cambe;parana;97329;0.734;3098
cambira;parana;7142;0.725;423
camboriu;santa catarina;57793;0.726;1331
cambuci;rio de janeiro;14770;0.691;1224
cambui;minas gerais;26365;0.751;843
cambuquira;minas gerais;12936;0.699;674
cameta;para;117099;0.577;19593
camocim;ceara;61278;0.62;8095
camocim de sao felix;pernambuco;16574;0.588;3768
campanario;minas gerais;3757;0.616;526
campanha;minas gerais;15949;0.709;812
campestre;alagoas;6178;0.559;1445
campestre;minas gerais;20854;0.698;508
campestre da serra;rio grande do sul;3328;0.706;72
campestre de goias;goias;3591;0.653;490
campestre do maranhao;maranhao;12716;0.652;1733
campina da lagoa;parana;16243;0.704;681
campina das missoes;rio grande do sul;6352;0.738;92
campina do monte alegre;sao paulo;5560;0.717;343
campina do simao;parana;4272;0.63;387
campina grande;paraiba;383764;0.72;25420
campina grande do sul;parana;36825;0.718;1757
campina verde;minas gerais;19201;0.704;1105
campinacu;goias;3908;0.631;472
campinapolis;mato grosso;14301;0.538;1133
campinas;sao paulo;1064669;0.805;35451
campinas do piaui;piaui;5818;0.544;1076
campinas do sul;rio grande do sul;5745;0.76;156
campinorte;goias;10039;0.688;1037
campo alegre;alagoas;47209;0.57;6499
campo alegre;santa catarina;11713;0.714;269
campo alegre de goias;goias;6286;0.694;217
campo alegre de lourdes;bahia;27670;0.557;4909
campo alegre do fidalgo;piaui;4647;0.537;1221
campo azul;minas gerais;4020;0.621;743
campo belo;minas gerais;53653;0.711;2133
campo belo do sul;santa catarina;8212;0.641;198
campo bom;rio grande do sul;59366;0.745;326
campo bonito;parana;4385;0.681;351
campo do brito;sergipe;16745;0.621;2333
campo do meio;minas gerais;11871;0.683;801
campo do tenente;parana;6715;0.686;599
campo ere;santa catarina;9737;0.69;609
campo florido;minas gerais;7105;0.706;552
campo formoso;bahia;68101;0.586;12592
campo grande;mato grosso do sul;755107;0.524;2297
campo grande;alagoas;9909;0.784;28264
campo grande do piaui;piaui;5898;0.56;1175
campo largo;parana;112548;0.745;2210
campo largo do piaui;piaui;7035;0.528;1706
campo limpo de goias;goias;6022;0.661;872
campo limpo paulista;sao paulo;74863;0.769;2372
campo magro;parana;23607;0.701;888
campo maior;piaui;46068;0.656;6203
campo mourao;parana;85896;0.757;3702
campo novo;rio grande do sul;5419;0.703;543
campo novo de rondonia;rondonia;12915;0.593;790
campo novo do parecis;mato grosso;23784;0.734;662
campo redondo;rio grande do norte;10947;0.626;2035
campo verde;mato grosso;28147;0.75;1047
campos altos;minas gerais;13719;0.702;753
campos belos;goias;19166;0.692;1890
campos borges;rio grande do sul;3693;0.708;253
campos de julio;mato grosso;5223;0.744;487
campos do jordao;sao paulo;46505;0.749;1026
campos dos goytacazes;rio de janeiro;434008;0.716;36717
campos gerais;minas gerais;27964;0.682;1204
campos lindos;tocantins;8079;0.544;759
campos novos;santa catarina;29133;0.742;338
campos novos paulista;sao paulo;5014;0.706;256
campos sales;ceara;26417;0.63;4123
campos verdes;goias;6093;0.654;831
camutanga;pernambuco;8214;0.606;1503
cana verde;minas gerais;5915;0.65;400
canaa;minas gerais;4795;0.649;392
canaa dos carajas;para;27675;0.673;3957
canabrava do norte;mato grosso;5563;0.667;327
cananeia;sao paulo;12374;0.72;682
canapi;alagoas;18397;0.506;4047
canapolis;bahia;11136;0.565;1400
canapolis;minas gerais;11865;0.722;408
canarana;bahia;25935;0.587;4735
canarana;mato grosso;18014;0.693;1102
canas;sao paulo;4765;0.704;432
canavieira;piaui;4093;0.583;755
canavieiras;bahia;37041;0.59;5669
candeal;bahia;9050;0.587;1505
candeias;minas gerais;16281;0.691;7782
candeias;bahia;81699;0.678;528
candeias do jamari;rondonia;17547;0.649;2556
candelaria;rio grande do sul;30423;0.674;1176
candiba;bahia;12821;0.591;2194
candido de abreu;parana;18100;0.629;1177
candido godoi;rio grande do sul;6722;0.728;124
candido mendes;maranhao;19684;0.561;3897
candido mota;sao paulo;30776;0.747;791
candido rodrigues;sao paulo;2770;0.789;82
candido sales;bahia;27180;0.601;4430
candiota;rio grande do sul;8576;0.698;577
candoi;parana;16271;0.635;1035
canela;rio grande do sul;41115;0.748;1475
canelinha;santa catarina;10168;0.697;576
canguaretama;rio grande do norte;30541;0.579;4974
cangucu;rio grande do sul;56064;0.65;3048
canhoba;sergipe;4025;0.569;925
canhotinho;pernambuco;24847;0.541;3613
caninde;ceara;77552;0.612;12945
caninde de sao francisco;sergipe;23005;0.567;5237
canitar;sao paulo;4743;0.68;301
canoas;rio grande do sul;332056;0.75;9756
canoinhas;santa catarina;54645;0.757;1417
cansancao;bahia;34093;0.557;7250
canta;roraima;11942;0.619;2249
cantagalo;rio de janeiro;20540;0.631;434
cantagalo;minas gerais;4132;0.709;972
cantagalo;parana;12733;0.635;833
cantanhede;maranhao;19564;0.565;3776
canto do buriti;piaui;20761;0.576;4153
canudos;bahia;15366;0.562;3351
canudos do vale;rio grande do sul;2004;0.713;54
canutama;amazonas;11948;0.53;2505
capanema;para;64429;0.655;6859
capanema;parana;18681;0.706;410
capao alto;santa catarina;3358;0.654;72
capao bonito;sao paulo;46338;0.721;4334
capao bonito do sul;rio grande do sul;1877;0.637;57
capao da canoa;rio grande do sul;40861;0.743;1980
capao do cipo;rio grande do sul;3485;0.672;268
capao do leao;rio grande do sul;24458;0.637;1742
caparao;minas gerais;4991;0.624;673
capela;sergipe;28960;0.573;2281
capela;alagoas;17366;0.615;5668
capela de santana;rio grande do sul;11617;0.661;605
capela do alto;sao paulo;17232;0.699;1153
capela do alto alegre;bahia;12824;0.599;1574
capela nova;minas gerais;4661;0.648;347
capelinha;minas gerais;34634;0.653;2804
capetinga;minas gerais;7326;0.675;469
capim;paraiba;5458;0.533;1066
capim branco;minas gerais;9276;0.695;352
capim grosso;bahia;27158;0.621;3549
capinopolis;minas gerais;16043;0.723;756
capinzal;santa catarina;18996;0.752;293
capinzal do norte;maranhao;10688;0.537;2720
capistrano;ceara;17033;0.611;2986
capitao;rio grande do sul;2694;0.746;17
capitao andrade;minas gerais;5087;0.624;643
capitao de campos;piaui;11246;0.583;2089
capitao eneas;minas gerais;14830;0.639;1965
capitao gervasio oliveira;piaui;4029;0.553;1103
capitao leonidas marques;parana;13870;0.716;598
capitao poco;para;52797;0.548;8006
capitolio;minas gerais;7864;0.71;192
capivari;sao paulo;46331;0.75;2655
capivari de baixo;santa catarina;21059;0.767;165
capivari do sul;rio grande do sul;3528;0.766;193
capixaba;acre;9287;0.575;1339
capoeiras;pernambuco;19936;0.549;3155
caputira;minas gerais;9157;0.615;1252
caraa;rio grande do sul;7606;0.652;243
caracarai;roraima;19235;0.624;3189
caracol;mato grosso do sul;5320;0.552;2026
caracol;piaui;10838;0.647;585
caraguatatuba;sao paulo;96125;0.759;5117
carai;minas gerais;22392;0.558;2930
caraibas;bahia;10495;0.555;1673
carambei;parana;17537;0.728;892
caranaiba;minas gerais;3553;0.634;247
carandai;minas gerais;23286;0.697;1419
carangola;minas gerais;33182;0.695;2355
carapebus;rio de janeiro;11939;0.713;1019
carapicuiba;sao paulo;392701;0.749;20813
caratinga;minas gerais;85472;0.706;3852
carauari;amazonas;26187;0.549;5648
caraubas;paraiba;3964;0.638;3674
caraubas;rio grande do norte;20471;0.585;745
caraubas do piaui;piaui;5595;0.505;1166
caravelas;bahia;22115;0.616;3151
carazinho;rio grande do sul;60388;0.766;1710
carbonita;minas gerais;10783;0.638;882
cardeal da silva;bahia;8618;0.552;1922
cardoso;sao paulo;11624;0.722;280
cardoso moreira;rio de janeiro;12481;0.648;944
careacu;minas gerais;6286;0.683;382
careiro;amazonas;32638;0.557;5376
careiro da varzea;amazonas;24704;0.568;4001
cariacica;espirito santo;365859;0.718;17668
caridade;ceara;19233;0.592;3477
caridade do piaui;piaui;4778;0.541;1251
carinhanha;bahia;30240;0.576;5931
carira;sergipe;19708;0.588;3978
carire;ceara;19132;0.596;2908
cariri do tocantins;tocantins;3738;0.662;200
caririacu;ceara;27380;0.578;5000
carius;ceara;19338;0.597;2853
carlinda;mato grosso;12097;0.665;677
carlopolis;parana;13581;0.713;510
carlos barbosa;rio grande do sul;25866;0.796;132
carlos chagas;minas gerais;21212;0.648;1960
carlos gomes;rio grande do sul;1718;0.739;21
carmesia;minas gerais;2712;0.65;171
carmo;rio de janeiro;18024;0.696;1666
carmo da cachoeira;minas gerais;12061;0.655;839
carmo da mata;minas gerais;11446;0.689;491
carmo de minas;minas gerais;14397;0.682;821
carmo do cajuru;minas gerais;20031;0.71;329
carmo do paranaiba;minas gerais;32059;0.705;884
carmo do rio claro;minas gerais;20070;0.733;796
carmo do rio verde;goias;9481;0.713;533
carmolandia;tocantins;2420;0.64;218
carmopolis;sergipe;12610;0.643;2613
carmopolis de minas;minas gerais;16624;0.7;576
carnaiba;pernambuco;19155;0.583;2524
carnauba dos dantas;rio grande do norte;7083;0.659;479
carnaubais;rio grande do norte;9712;0.589;2002
carnaubal;ceara;16755;0.593;2223
carnaubeira da penha;pernambuco;12451;0.573;2462
carneirinho;minas gerais;9143;0.741;297
carneiros;alagoas;8463;0.526;1718
caroebe;roraima;7569;0.639;1350
carolina;maranhao;25257;0.634;3314
carpina;pernambuco;68070;0.68;9935
carrancas;minas gerais;4182;0.725;174
carrapateira;paraiba;2347;0.603;401
carrasco bonito;tocantins;3428;0.594;683
caruaru;pernambuco;298501;0.677;28808
carutapera;maranhao;21121;0.574;5071
carvalhopolis;minas gerais;3380;0.724;140
carvalhos;minas gerais;4735;0.646;678
casa branca;sao paulo;28189;0.73;1088
casa grande;minas gerais;2129;0.652;98
casa nova;bahia;66718;0.57;13901
casca;rio grande do sul;8654;0.785;106
cascalho rico;minas gerais;2938;0.721;175
cascavel;parana;296254;0.646;10641
cascavel;ceara;67956;0.782;4206
caseara;tocantins;4927;0.658;857
